id,name,type,cuisine,phone,website,capacity,stars,meta_name_com,meta_code_com,meta_name_dep,meta_code_dep,meta_geo_point
88991,Sélène café,cafe,,,,,,Quimper,29232,Finistère,29,"47.996652142781, -4.10410823812555"
89010,Ayaz Kebab,fast_food,kebab,+33 2 96 27 77 51,,,,Broons,22020,Côtes-d'Armor,22,"48.3178144858818, -2.2596962610555"
89012,Pizza BIO,restaurant,pizza,,http://pizzabio35.fr,,,Saint-Jacques-de-la-Lande,35281,Ille-et-Vilaine,35,"48.0943043322375, -1.69061624900226"
89043,Auberge de Saint-Armel,restaurant,french,,,,,Saint-Armel,35250,Ille-et-Vilaine,35,"48.0133774761924, -1.5904272765502"
89104,Anne-So,restaurant,,,http://anne-so.org,,,Dinan,22050,Côtes-d'Armor,22,"48.4544366577631, -2.04648905897304"
89108,Le Cosy,restaurant,,,,,,Dinan,22050,Côtes-d'Armor,22,"48.454138094372, -2.04358137676215"
89109,La Cour Saint-Sauveur,restaurant,,,,,,Dinan,22050,Côtes-d'Armor,22,"48.4533460883412, -2.04337710978183"
89125,La bretonne,restaurant,"regional,crepe",,,,,Vern-sur-Seiche,35352,Ille-et-Vilaine,35,"48.0463688985405, -1.60247944748534"
89129,La Pergola,restaurant,french,,,,,Bruz,35047,Ille-et-Vilaine,35,"48.0277434714986, -1.7495833569231"
89131,Yummy,fast_food,,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1052483317541, -1.65028261475035"
89136,Face à la mer,bar,,,,,,Plestin-les-Grèves,22194,Côtes-d'Armor,22,"48.6690244431172, -3.60593677998736"
89141,Café de la Place,bar,,,,,,Quimperlé,29233,Finistère,29,"47.8715452809366, -3.54887236408692"
89146,Le Baravel,bar,snack,,,,,Quimper,29232,Finistère,29,"47.993495853322, -4.10700032999654"
89162,Bar des Chouans,bar,,,,,,Bignan,56017,Morbihan,56,"47.8793290514997, -2.77288792204254"
89172,Burgouzz,fast_food,burger,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.10916494365, -1.67940000527062"
89189,Bar des Sports,bar,,,,,,Cruguel,56051,Morbihan,56,"47.8778631404537, -2.59607284806373"
89201,Délices d'Asie,restaurant,chinese,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1335710340345, -1.68645555608597"
89236,Auberge du Cabestan,restaurant,"regional,french,seafood",,,,,Audierne,29003,Finistère,29,"48.0240899675433, -4.56234001146095"
89241,Crêperie Le temps passé,restaurant,crepe,,,,,Locronan,29134,Finistère,29,"48.0985536218704, -4.20683407739207"
89252,Felicita,restaurant,italian,,,,,Saint-Brieuc,22278,Côtes-d'Armor,22,"48.5031300669641, -2.75456164512494"
89278,Le Crêp'iou,restaurant,crepe,,,,,Le Quiou,22263,Côtes-d'Armor,22,"48.3505780881017, -2.00618660540093"
89292,Le Bel Aujourd'hui,cafe,,+33 2 96 92 20 24,https://librairie-lba.com/,,,Tréguier,22362,Côtes-d'Armor,22,"48.7884306887942, -3.22875113717922"
89320,Le P'tit Breton,bar,,,,,,Guipel,35128,Ille-et-Vilaine,35,"48.2980733437085, -1.71997302667717"
89321,La Villa,restaurant,pizza,,,,,La Gouesnière,35122,Ille-et-Vilaine,35,"48.6051945740703, -1.89946477761543"
89331,Kergalette,restaurant,,,,,,Vannes,56260,Morbihan,56,"47.6692603692415, -2.79006923098666"
89339,Le Comptoir,cafe,,,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6534025872585, -2.0113178388857"
89344,GOMU,fast_food,,,,,,Saint-Brieuc,22278,Côtes-d'Armor,22,"48.5125976780557, -2.76043392266928"
89346,Auguste,ice_cream,,,,,,Concarneau,29039,Finistère,29,"47.872005950335, -3.91564542003968"
89347,Auguste,ice_cream,,,,,,Concarneau,29039,Finistère,29,"47.872011147115, -3.91564684496322"
89350,Dragon d'Or,restaurant,asian,,,,,Saint-Brieuc,22278,Côtes-d'Armor,22,"48.5104850193608, -2.75676818113539"
89378,Le Bistrot Saint-Mathieu,pub,,+33 298 558585,,,,Quimper,29232,Finistère,29,"47.9955433846292, -4.10743266856221"
89397,Le Crystal,bar,,+33 2 99 32 69 56,,,,Rennes,35238,Ille-et-Vilaine,35,"48.0907586195571, -1.66769434221268"
89411,Le Palchenn d'Argoat,restaurant,regional,,,,,Locminé,56117,Morbihan,56,"47.887736854754, -2.83516956975433"
89435,CASA CERÁ,cafe,,,https://casa-cera.com/,,,Rennes,35238,Ille-et-Vilaine,35,"48.1103864383995, -1.68666686386496"
89474,Les Enfants Gâtés,restaurant,french,+33 2 99 08 23 01,https://enfants-gates.fr/fr/,,,La Gacilly,56061,Morbihan,56,"47.7625583276375, -2.12949001695844"
89475,L'Ambroisie,restaurant,greek,+33 2 99 08 52 48,https://www.resto-ambroisie.fr/,,,La Gacilly,56061,Morbihan,56,"47.7636523336397, -2.13099943008194"
89480,Les Mégalithes,restaurant,,,,,,Monteneuf,56136,Morbihan,56,"47.8721639492099, -2.20943350812325"
89482,Le Parc Fétan,restaurant,,+33297570438,https://www.hotel-parcfetan.com/,,,Larmor-Baden,56106,Morbihan,56,"47.5853489689334, -2.89504150412273"
89493,Echoppe Quai 23 Escale,restaurant,,,,,,Douarnenez,29046,Finistère,29,"48.0907858607424, -4.33242365304017"
89507,Maï,restaurant,asian,,https://www.maii-restaurant.fr/,,,Saint-Brieuc,22278,Côtes-d'Armor,22,"48.5015247648683, -2.76930432315976"
89523,Canal Bohème,cafe,"coffee_shop,pancake",+33 6 32 11 87 26,,,,Guillac,56079,Morbihan,56,"47.9000661314081, -2.46228250216967"
89529,Little Italy,restaurant,,,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6474535314811, -2.00660033614159"
89530,L'Olivier,restaurant,,,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6532149164465, -2.01194312886244"
89561,Atou Saveur,restaurant,,,https://www.atou-saveurs.fr/,,,Plouhinec,29197,Finistère,29,"48.0199742854471, -4.53185553253309"
89583,La Pizza du Rouillen,restaurant,pizza,,,,,Ergué-Gabéric,29051,Finistère,29,"47.9986450240795, -4.05715415765201"
89600,L’Armorique Bar,bar,,,,,,Languidic,56101,Morbihan,56,"47.8330275860073, -3.15753748198864"
89633,KaBuL FooD,fast_food,,,,,,Brest,29019,Finistère,29,"48.3962602985876, -4.48360544219088"
89637,Cap Au Nord,bar,,,,,,Plénée-Jugon,22185,Côtes-d'Armor,22,"48.364078316629, -2.39941562997834"
89669,Ocean Kebab,fast_food,kebab,,,,,Châteaulin,29026,Finistère,29,"48.1959619817637, -4.09528863196829"
89680,La Courtine,restaurant,,,,,,Dinan,22050,Côtes-d'Armor,22,"48.4546446965998, -2.0477609289606"
89683,Plan B,restaurant,,,,,,Dinan,22050,Côtes-d'Armor,22,"48.4535021593783, -2.04341290050837"
89727,Bar de la Plage,cafe,,,,,,Plonévez-Porzay,29176,Finistère,29,"48.1159893215758, -4.28060865545925"
89764,Le Vieux Safran,bar,,,,,,Vannes,56260,Morbihan,56,"47.6526876702869, -2.75728333290442"
89818,Le Kerisper,bar,,,,,,La Trinité-sur-Mer,56258,Morbihan,56,"47.593002149445, -3.02449044326804"
89819,Le Diner's (Snacking Bus),fast_food,burger,,,,,Lannion,22113,Côtes-d'Armor,22,"48.7354065178615, -3.43619955268628"
89892,Class'croute,fast_food,,,https://www.classcroute.com,,,Vannes,56260,Morbihan,56,"47.6673496305941, -2.78645327795761"
89964,Le Magellan,bar,,,,,,Telgruc-sur-Mer,29280,Finistère,29,"48.2314286639379, -4.35752393264553"
90007,Café de l'Église,cafe,,,,,,Ploemeur,56162,Morbihan,56,"47.7367659542872, -3.42735941086627"
90012,Le Graal,bar,,+33296913652,,,,La Roche-Jaudy,22264,Côtes-d'Armor,22,"48.7458902670748, -3.26169151373693"
90015,Uliva,restaurant,pizza,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1360320446253, -1.66818853922379"
90032,La 2e Chaussette,bar,,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1174315956549, -1.68316071376748"
90041,Madame Mouette,restaurant,"regional,seafood",,,,,Belz,56013,Morbihan,56,"47.6851044293533, -3.18530505082185"
90047,La table de Jeanne,restaurant,,,https://www.latabledejeanne29.fr/contact,,,Plouégat-Moysan,29183,Finistère,29,"48.5673267280939, -3.63406912924668"
90070,La Cascade,bar,,,,,,Lannion,22113,Côtes-d'Armor,22,"48.733812698973, -3.44177234483024"
90081,Le Sarah,bar,,+33 2 99 50 96 27,,,,Rennes,35238,Ille-et-Vilaine,35,"48.0913009286924, -1.68181776524102"
90088,Le P'tit bistrot,cafe,,,,,,Paimpol,22162,Côtes-d'Armor,22,"48.7786976228291, -3.04760580438287"
90102,Skloop,restaurant,,,,,,Pont-Croix,29218,Finistère,29,"48.0408981979772, -4.48749833330078"
90103,Le Cancaven,bar,,,,,,Châteauneuf-d'Ille-et-Vilaine,35070,Ille-et-Vilaine,35,"48.561376247393, -1.92879565520957"
90104,La Compagnie,restaurant,,+33 2 97 63 50 92,https://www.la-compagnie56.com/,,,Vannes,56260,Morbihan,56,"47.6591648697832, -2.79040727314165"
90109,L'AMBRASYA,bar,,,,,,Quimperlé,29233,Finistère,29,"47.8706082679809, -3.54485290623907"
90116,O point de rencontre,bar,,,,,,Saint-Vincent-sur-Oust,56239,Morbihan,56,"47.6992642298414, -2.1464588446571"
90119,Subway,fast_food,sandwich,+33 9 75 41 27 50,https://restaurants.subway.com/france/rennes/16-place-du-colombier,,,Rennes,35238,Ille-et-Vilaine,35,"48.1051708829688, -1.67892491899875"
90121,Salon de thé,cafe,,,,,,Redon,35236,Ille-et-Vilaine,35,"47.6504636999178, -2.08506207446337"
90174,La Tulipe,restaurant,regional,,,,,Plomeur,29171,Finistère,29,"47.8416678194366, -4.28365044812091"
90180,Pizza Corricolo,fast_food,pizza,,,,,Plomeur,29171,Finistère,29,"47.8405775852908, -4.28480865950144"
90187,Nous mangeons vite et bien,restaurant,,+33 2 97 47 17 57,,,,Vannes,56260,Morbihan,56,"47.6635312546034, -2.76624031845466"
90193,Le Bleu Marin,restaurant,,,,,,Perros-Guirec,22168,Côtes-d'Armor,22,"48.8078478704099, -3.44191098150873"
90202,Le Nabuchodonosor,bar,,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1132308372414, -1.67724007264184"
90211,Chez Paulo,cafe,,,,,,Callac,22025,Côtes-d'Armor,22,"48.4036643689369, -3.42604387116319"
90212,Le Carpe Diem,cafe,,,,,,Corlay,22047,Côtes-d'Armor,22,"48.3177730792802, -3.05869355353886"
90243,Madison Café,bar,,,,,,Langan,35144,Ille-et-Vilaine,35,"48.2453488258143, -1.85376228292381"
90256,Pizza Sprint,restaurant,pizza,,,,,Argentré-du-Plessis,35006,Ille-et-Vilaine,35,"48.057109385448, -1.14767956058529"
90276,Côté jardin,restaurant,,+33 2 98 27 32 37,,,,Telgruc-sur-Mer,29280,Finistère,29,"48.2320271318245, -4.35683720331852"
90279,Le Bartaba,bar,,,,,,Argol,29001,Finistère,29,"48.2457386681309, -4.31654857988664"
90399,Le Terre de Breizh,restaurant,,,,,,Rosnoën,29240,Finistère,29,"48.2637053614023, -4.19614036150429"
90400,Bar Taxi La Terrasse,cafe,,,,,,Argol,29001,Finistère,29,"48.2459128440788, -4.3163768346906"
90404,Thé o Naye,cafe,,,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6427309995951, -2.02403301836185"
90408,Le Glacier,ice_cream,,,,,,Damgan,56052,Morbihan,56,"47.5197663601139, -2.57827932491182"
90481,La Détente,restaurant,"sandwich,snack,crepe",,https://la-detente.business.site/,,,Vezin-le-Coquet,35353,Ille-et-Vilaine,35,"48.1041670662447, -1.7370328818443"
90488,Le Pignom,bar,,,,,,Bruz,35047,Ille-et-Vilaine,35,"48.0253807806321, -1.76557477089267"
90489,Les Gâteuses,cafe,,,,,,Brest,29019,Finistère,29,"48.3873756488618, -4.4889465585311"
90521,La Chechyia,restaurant,,+33 2 98954038,,,,Quimper,29232,Finistère,29,"47.9962781422614, -4.103414803276"
90554,Le Relais de la Gare,restaurant,french,,,,,Louvigné-du-Désert,35162,Ille-et-Vilaine,35,"48.482871845184, -1.13136644917191"
90568,Bar-Tabac de la Commune Libre,bar,,+33 2 96393731,,,,Dinan,22050,Côtes-d'Armor,22,"48.4592033622788, -2.04218017400865"
90601,La Fabrik,restaurant,"regional,french",+33962546924,https://www.facebook.com/people/La-Fabrik/100093171094355/,,,Ploemeur,56162,Morbihan,56,"47.7344934526987, -3.49889761334771"
90603,Le Clapotis,restaurant,,,,,,Erquy,22054,Côtes-d'Armor,22,"48.6222901361449, -2.47247305240998"
90620,Chez Sandrine,restaurant,portuguese,+33 6 44 30 56 74,,,,Pont-Péan,35363,Ille-et-Vilaine,35,"48.0205001660522, -1.70778071032098"
90664,Le Carré d'As,bar,,,,,,Lanester,56098,Morbihan,56,"47.7711677994822, -3.34902231144469"
90672,Zaab Siam,restaurant,thai,+33 767696487,https://zaabsiam29.wixsite.com/zaab-siam-thai-food,,,Carantec,29023,Finistère,29,"48.6589576935868, -3.91825722106856"
90745,La Medina,restaurant,,+33 2 97 88 76 12,,,,Hennebont,56083,Morbihan,56,"47.8052895214732, -3.27586086959465"
90755,Le Napo'Léon,bar,,,,,,Saint-Pol-de-Léon,29259,Finistère,29,"48.68021461913, -3.98797177287653"
90764,flunch café,cafe,,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1052687835979, -1.71508646094605"
90768,Le radeau,bar,,,,,,Plougasnou,29188,Finistère,29,"48.6773482597018, -3.84982962667385"
90914,La Jolie Pause,cafe,"cake,coffee_shop,tea",+33 2 99 70 28 31,https://www.facebook.com/lajoliepause.lagacilly/,,,La Gacilly,56061,Morbihan,56,"47.7651258722176, -2.13108056690467"
90957,Crêperie,restaurant,,,,,,Le Guerno,56077,Morbihan,56,"47.594272594509, -2.39610201219676"
90965,Le Cru Gourmand,restaurant,regional,+33 2 96 58 02 52,,,,Plérin,22187,Côtes-d'Armor,22,"48.5373627653531, -2.76257415782561"
91081,Le Kasha,restaurant,,,,,,Saint-Philibert,56233,Morbihan,56,"47.5865596510278, -3.0018987834635"
91099,Dinali Kebab,fast_food,kebab,,,,,Quimper,29232,Finistère,29,"47.9940905493521, -4.10244820220203"
91104,Caneton,restaurant,"french,local",+33 2 99 53 10 11,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1097812649903, -1.68188431755223"
91117,Gang of pizza,fast_food,,,,,,Martigné-Ferchaud,35167,Ille-et-Vilaine,35,"47.8202003404857, -1.31915796063259"
91137,La Sarraz'in,restaurant,crepe,+33 2 96 28 77 26,,,,Plouguenast-Langast,22219,Côtes-d'Armor,22,"48.279527880023, -2.70388507763303"
91151,Le p'tit Jeannot,restaurant,,+33 2 98 26 38 68,https://www.facebook.com/Le-ptit-Jeannot-100293845093613/,,,Pleyben,29162,Finistère,29,"48.2268674836879, -3.97040992552834"
91153,Les Terrasses de Saint-Eno,restaurant,crepe,+33 2 99 46 88 80,,,,Dinard,35093,Ille-et-Vilaine,35,"48.6382704860023, -2.06959855275565"
91169,Oko,cafe,japanese,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1104921341985, -1.67859240889985"
91179,Le Seize,restaurant,"pizza,crepe",+33 2 96273232,https://www.pizzeria-leseize-ploubalay.fr/,,,Beaussais-sur-Mer,22209,Côtes-d'Armor,22,"48.5814823376305, -2.14410562534115"
91201,Au Bistrot de la Pépinière,restaurant,,,,,,Quimper,29232,Finistère,29,"47.9960021261899, -4.10054492344841"
91213,La Canopée,restaurant,,,,,,Perros-Guirec,22168,Côtes-d'Armor,22,"48.815462829443, -3.44547681075679"
91215,Le Cafe des Chausseurs,restaurant,Pizzeria,,,,,Quintin,22262,Côtes-d'Armor,22,"48.4022502580525, -2.91080585233536"
91221,L'Opaline,restaurant,"cake,regional",+33 2 96 74 24 07,https://patisserielopaline.fr/,,,Binic-Étables-sur-Mer,22055,Côtes-d'Armor,22,"48.6014973165804, -2.82657183257407"
91226,La Table Sénégalaise,restaurant,senegalese,+33 2 23 50 58 35,http://latablesenegalaise.fr/,,,Rennes,35238,Ille-et-Vilaine,35,"48.1069287357024, -1.68727388129278"
91239,Les Canailles,restaurant,,,,,,Lamballe-Armor,22093,Côtes-d'Armor,22,"48.4691929983, -2.5163023593804"
91246,Pizzeria du Château,restaurant,italian_pizza,+33297751566,,,,Josselin,56091,Morbihan,56,"47.9530585349278, -2.54550063526631"
91261,S'cale Bar,bar,,,,,,Loctudy,29135,Finistère,29,"47.8379018303407, -4.17482870213337"
91298,Via Costa,restaurant,,+33 2 96 70 79 57,https://www.viacosta.fr/,,,Binic-Étables-sur-Mer,22055,Côtes-d'Armor,22,"48.6366416307586, -2.8275182332614"
91338,Terre d’embruns,cafe,,+33 987589300,,,,Brest,29019,Finistère,29,"48.3884529748766, -4.48800703100437"
91354,Chez Adamo,fast_food,grill,,,,,Landerneau,29103,Finistère,29,"48.4502446165289, -4.24924944111618"
91358,West by Signare,restaurant,,,,,,Brest,29019,Finistère,29,"48.3899102525624, -4.49028070605922"
91390,Comptoir du vice,bar,,+33299886576,https://comptoirduvice.com/,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6495230233747, -2.02644055241038"
91392,Ty'Papo Breizh,ice_cream,,+33 2 96 64 14 60,https://www.eric-elien.bzh/,,,Erquy,22054,Côtes-d'Armor,22,"48.6363979688333, -2.47251077097425"
91424,Maison Henri,cafe,,,,,,Vannes,56260,Morbihan,56,"47.6576764952367, -2.75780317853923"
91426,Le Styvel,bar,,,,,,Guingamp,22070,Côtes-d'Armor,22,"48.5620634796342, -3.15526950662795"
91434,Le Puits Carré,restaurant,,,,,,Damgan,56052,Morbihan,56,"47.5184677518552, -2.57916051439244"
91435,Sidonie & Compagnie,restaurant,french,+33 2 96 44 28 53,http://www.demeure-vb.com/Restaurant-salon-the-instants-gourmands_28.html,,,Guingamp,22070,Côtes-d'Armor,22,"48.5631050987416, -3.15166134876887"
91437,Café de la Plage,cafe,,,,,,Fréhel,22179,Côtes-d'Armor,22,"48.6544815896541, -2.36502040648679"
91443,Le Flamingo,restaurant,french,,,,,Louargat,22135,Côtes-d'Armor,22,"48.5653242914258, -3.34103268133967"
91460,Les Pieds dans le Plat,restaurant,"crepe,regional",,http://lespiedsdanslplatsarzeau.fr/,,,Sarzeau,56240,Morbihan,56,"47.527056520399, -2.76808333132448"
91469,Taverne de la Marine,restaurant,seafood,+33 2 99 31 53 84,http://www.tavernedelamarine.com,,,Rennes,35238,Ille-et-Vilaine,35,"48.1095115353462, -1.68489006803026"
91513,Monts et Merveilles,restaurant,,,,,,Locmiquélic,56118,Morbihan,56,"47.7254178632186, -3.3413771775601"
91525,Olà Boteco,restaurant,brazilian,+33 9 86 50 59 16,,,,Brest,29019,Finistère,29,"48.3839393200177, -4.49821987710712"
91543,Copain Copine,restaurant,pizza,,,,,Plérin,22187,Côtes-d'Armor,22,"48.5324625371198, -2.75500907111635"
91574,Le Barbalète,bar,,,,,,Sarzeau,56240,Morbihan,56,"47.5116826850553, -2.73060457329345"
91587,Terminus bar,bar,,+33 2 99 41 87 66,,,,Rennes,35238,Ille-et-Vilaine,35,"48.0977367215871, -1.6632304758586"
91602,Le Breizh,bar,,,,,,Monterfil,35187,Ille-et-Vilaine,35,"48.0660475955351, -1.97911406397887"
91603,L'Air du Temps,bar,,,,,,Monterfil,35187,Ille-et-Vilaine,35,"48.0654176955117, -1.97992065452124"
91618,Le Récif,cafe,,,,,,Audierne,29003,Finistère,29,"48.0059973780862, -4.55718354844765"
91620,L'Écho côtier,restaurant,,,,,,Damgan,56052,Morbihan,56,"47.5118056475748, -2.62283852801059"
91622,Le Roof,restaurant,,,,,,Vannes,56260,Morbihan,56,"47.6281790692265, -2.77841913994675"
91635,Le Poulpe de Bellevue,restaurant,,+33 9 52 58 77 20,,,,Caudan,56036,Morbihan,56,"47.7854502272138, -3.33681641640536"
91639,La Brasserie du Bignon,restaurant,,+33 2 99 32 34 34,https://www.hotel-kyriad-rennes.com/restaurant-chantepie/brasserie-le-bignon-rennes-sud.php,,,Chantepie,35055,Ille-et-Vilaine,35,"48.0992554386231, -1.6223623276413"
91667,Ar Koad,bar,,,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6488551533298, -2.02694581353367"
91669,Crêperie Chez Angèle,restaurant,crepe,+33 2 98 06 58 28,https://www.creperie-chezangele.fr/,,,Riec-sur-Bélon,29236,Finistère,29,"47.8266952257978, -3.73444770034851"
91678,Chez Chaton,restaurant,pizza,,,,,Quiberon,56186,Morbihan,56,"47.4794794968816, -3.11930946563294"
91681,La Cuisine feu de bois,restaurant,pizza,,,,,Combrit,29037,Finistère,29,"47.8739925452062, -4.12358426070145"
91728,Auberge du Moulin Neuf,restaurant,,,https://www.auberge-moulinneuf.fr/,,,Malansac,56123,Morbihan,56,"47.6922052424458, -2.34765788079608"
91735,Le Casier,restaurant,,+33 2 97 52 88 29,https://restaurant-lecasier.fr,,,Auray,56007,Morbihan,56,"47.6651205472641, -2.983686332791"
91778,Le Calypso,bar,,,,,,Morlaix,29151,Finistère,29,"48.5808734761839, -3.83154634891952"
91780,Casa del Mar,bar,,,,,,Plougasnou,29188,Finistère,29,"48.712484946348, -3.81358937865573"
91798,Le Grain de Sel,restaurant,,+33 6 71 93 38 54,,,,Sauzon,56241,Morbihan,56,"47.3715227633016, -3.22120910070368"
91859,Nuts!,bar,,,,,,Lorient,56121,Morbihan,56,"47.7459354210828, -3.35984997014518"
91865,Le Vogue,bar,,,,,,Lorient,56121,Morbihan,56,"47.746485190112, -3.36549182917128"
91869,Bar des Sablons,pub,,,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6378449367782, -2.01900521756224"
91871,La Bisquine,bar,,,,,,Tréméreuc,22368,Côtes-d'Armor,22,"48.5580590253931, -2.06486445384326"
91881,La Socca,restaurant,,,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6374560164709, -2.01730804980767"
91885,Auberge du passeur,restaurant,regional,,,,,Saint-Dolay,56212,Morbihan,56,"47.5800873968543, -2.12704635690724"
91917,Restaurant Le Graal,restaurant,french,,,,,Pont-Aven,29217,Finistère,29,"47.8561556876149, -3.74662383963158"
91939,La Villa,restaurant,pizza,+33 2 30 83 19 23,,,,Rennes,35238,Ille-et-Vilaine,35,"48.0933008507896, -1.63150363124234"
91941,Les Dolomites,restaurant,regional,,,,,Bannalec,29004,Finistère,29,"47.9325069465366, -3.69756053704347"
91948,La Rhumerie,pub,,,,,,Camaret-sur-Mer,29022,Finistère,29,"48.2788419888863, -4.5975721679844"
91952,Bar Brasserie du Poher,biergarten,coffee_shop,,,,,Carhaix-Plouguer,29024,Finistère,29,"48.2780608793295, -3.57081241473873"
91962,L'Amirauté,restaurant,crepe,+33 2 99 46 33 38,http://www.facebook.com/pages/LAmirauté,,,Saint-Lunaire,35287,Ille-et-Vilaine,35,"48.6437834313576, -2.11284623946486"
91963,The Little Place,cafe,burger,+33 7 82 84 10 37,http://facebook.com/thelittleplacesaintlunaire,,,Saint-Lunaire,35287,Ille-et-Vilaine,35,"48.6367291378277, -2.11117237340113"
91999,Le Britannia,restaurant,brasserie,+33297053748,,,,La Trinité-sur-Mer,56258,Morbihan,56,"47.5864059269236, -3.0271957025173"
92006,Le Relais de la Gare,restaurant,french,,,,,Locminé,56117,Morbihan,56,"47.8838407785209, -2.83132621569217"
92011,Le Calypso,restaurant,,,,,,Loudéac,22136,Côtes-d'Armor,22,"48.1725717780438, -2.75189376916384"
92024,Ölrun,cafe,tea,+33 7 83 40 76 24,https://olrun.bzh/restaurant,,,Guémené-sur-Scorff,56073,Morbihan,56,"48.0678953860897, -3.20518265037882"
92029,L'Arianna,restaurant,,,http://www.trattoria-arianna.fr,,,Clohars-Fouesnant,29032,Finistère,29,"47.8947961774258, -4.07526921060966"
92035,La Pataterie,restaurant,french,,http://www.lapataterie.fr/par-ici-la-pataterie/la-pataterie-concarneau,,,Concarneau,29039,Finistère,29,"47.8998357967089, -3.90840705991613"
92042,Ti Ker,bar,,,,,,Brest,29019,Finistère,29,"48.3918909801013, -4.48450440130622"
92045,The Cottage,pub,,,,,,Brest,29019,Finistère,29,"48.3833038879381, -4.49135635569348"
92107,Murasaki,restaurant,japanese,,,,,Saint-Brieuc,22278,Côtes-d'Armor,22,"48.5132932922001, -2.76200242821014"
92109,L'Emirats,bar,,,,,,Saint-Brieuc,22278,Côtes-d'Armor,22,"48.5150303578137, -2.76198826279378"
92117,Very brunch (Home Made),restaurant,,,https://www.instagram.com/verybrunchbrest/,,,Brest,29019,Finistère,29,"48.3946331197245, -4.47997130043194"
92198,Le Village,cafe,,,,,,Louannec,22134,Côtes-d'Armor,22,"48.794296344635, -3.41105401080381"
92234,Chez Tonton Guy,restaurant,regional,+33 2 96 20 40 01,,,,Paimpol,22162,Côtes-d'Armor,22,"48.7804295754819, -3.04494044299273"
92254,Crêperie Hent Er Mor,restaurant,crepe,,,,,Kervignac,56094,Morbihan,56,"47.7607689589481, -3.23856131665349"
92271,Le Puisatier,restaurant,pizza,,,,,Cléguer,56040,Morbihan,56,"47.8540340602836, -3.38422295201218"
92287,Chez Camille,restaurant,,,https://chez-camille.com,,,Cesson-Sévigné,35051,Ille-et-Vilaine,35,"48.116393832223, -1.60466025105302"
92308,Case de Tom,restaurant,,,,,,Île-de-Sein,29083,Finistère,29,"48.0374232285595, -4.85034295887419"
92377,Crêperie l'Epoke,restaurant,,+33 2 98 70 58 39,,,,Pont-Croix,29218,Finistère,29,"48.0408320647612, -4.48979715406514"
92382,Cafe du Lac,cafe,,,,,,Taupont,56249,Morbihan,56,"47.9486202333783, -2.42106977391293"
92396,L'Équipage,restaurant,crepe,,,,,Île-de-Bréhat,22016,Côtes-d'Armor,22,"48.8456050752643, -3.00051291959278"
92404,Le Transat,restaurant,,,,,,Trégastel,22353,Côtes-d'Armor,22,"48.8327459785107, -3.51515867314239"
92454,L'escale,bar,,,,,,Audierne,29003,Finistère,29,"48.0231866498383, -4.53996762224344"
92466,Café Canaille,restaurant,,,,100.0,,Dinard,35093,Ille-et-Vilaine,35,"48.6347222587509, -2.05578836144889"
92514,Bar-Tabac Ostaliri Ti Jos,bar,,,,,,Locronan,29134,Finistère,29,"48.0986049191179, -4.20766011394983"
92515,Chez Brigitte,restaurant,,,,,,Île-de-Sein,29083,Finistère,29,"48.0364382711176, -4.85029174544582"
92543,Le Saint George,bar,,,,,,Botsorhel,29014,Finistère,29,"48.5247604901127, -3.63906734192807"
92579,Ethnic Food,fast_food,pizza,+33 223503030,,,,Bruz,35047,Ille-et-Vilaine,35,"48.0259626523504, -1.74840528043205"
92583,Les Doris,restaurant,,,,,,Saint-Suliac,35314,Ille-et-Vilaine,35,"48.5702720450501, -1.97389607779627"
92599,Bar du Centre,bar,,,,,,Plestin-les-Grèves,22194,Côtes-d'Armor,22,"48.6543858683198, -3.63099481480069"
92655,Crêperie La Duchesse Anne,restaurant,crepe,+33 2 96 21 28 53,,,,Guingamp,22070,Côtes-d'Armor,22,"48.5614065898825, -3.15121987392871"
92656,La Diff,restaurant,,+339 88 30 58 00,https://ladiff-restaurant.fr,,,Guipavas,29075,Finistère,29,"48.4168719852245, -4.43770530222238"
92668,Le Café de la Pente,bar,,,https://www.lepotcommun.com/,,,Rochefort-en-Terre,56196,Morbihan,56,"47.7002093732433, -2.33660500035728"
92699,Papa Wings,fast_food,chicken,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1013657503851, -1.68452620961349"
92740,Emeraude Sushi,restaurant,sushi,,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6632540895155, -1.98853725098363"
